name,gender,function,country_code,country,height_cm,weight,disciplines,events,birth_date,year,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
OIWA Yoshiaki,Male,Athlete,JPN,Japan,,,Equestrian,"Eventing Individual', 'Eventing Team",1976-07-19,1976,NAGOYA,Japan,,Great Britain,Yoshi,"Fishing, listening to music, driving","Athlete, horse trainer","Commerce at Meiji University (Tokyo, JPN)","Wife, Reiko Takeda. Son, Takamune (born 2018). One daughter (born 2022)","English, Japanese","Personal: Dirk Schrade (GER), since 2009","He initially got involved in equestrian sport as a hobby. ""At about age 14, I started riding every day and enjoying showjumping competitions. My first time eventing was for a university competition, and we had no choice but to do all three disciplines."" (eventingnation.com, 14 Jun 2017)",,,"""It is important to know your qualities."" (atozinba.com, 12 Jul 2019)","Wife, Reiko Takeda (equestrian), a showjumper, competed at two Olympic Games, London 2012 and Rio 2016. In 2016 she finished 13th with the team and 44th individually. </p><p>Aunt, Mieko Fujimori (figure skating), competed for Japan at the 1962 World Championships in Prague (CZE).</p><p>Uncle, Hiroshi Ishii (swimming), silver medallist in the men's 4x200m freestyle relay at the 1960 Olympic Games in Rome",,
OKA Shinnosuke,Male,Athlete,JPN,Japan,,,Artistic Gymnastics,Men,2003-10-31,2003,OKAYAMA,Japan,KAMAKURA,Japan,,,Athlete,,,Japanese,Club: Isao Yoneda (JPN),,,,,,,
OKADA Keiju,Male,Athlete,JPN,Japan,,,Sailing,Mixed Dinghy,1995-12-02,1995,KITAKYUSHU,Japan,FUKUOKA,Japan,,"Driving, spending time in the mountains","Athlete, works for Toyota Motor East Japan","Sports Science at Waseda University (Tokyo, JPN)","Father, Masa. Mother, Kazuyo",Japanese,,His father took him to a sailing club,,"Japanese sailor Yumiko Shige, who was also his coach at Karatsu Nishi High School",,,,
OKADA Kumiko,Female,Athlete,JPN,Japan,158,,Athletics,"Women's 20km Race Walk, 'Marathon Race Walk Relay Mixed",1991-10-17,1991,AGEO,Japan,,Japan,,,"Athlete, office worker at Bic Camera Co Ltd","Studied Sociology at Rikkyo University (Tokyo, JPN)","Husband, Koichiro Morioka",Japanese,"Personal: Koichiro Morioka (JPN), her husband","Had been inspired by Naoko Takahashi's 2000 Olympic marathon win in Sydney, then transitioned from long-distance running in middle school to race walking in high school on the advice of a coach who saw her international potential",,Her mother,,"Husband, Koichiro Morioka (athletics), three-time race walk Olympian (2008, 2012, 2016) with best finish of seventh in the 50km at London 2012, two-time Asian Games bronze medallist (20km race walk in 2006, 50km race walk in 2010)",,
OKADA Naoya,Male,Athlete,JPN,Japan,,,Shooting,"10m Air Rifle Men', '50m Rifle 3 Positions Men",1990-10-10,1990,TSUYAMA,Japan,TOKYO,Japan,,"Driving, photography",,"Studied at the Osaka Sangyo University (Osaka, JPN)","Father, Hiroyuki",Japanese,"National: Kim Woo Young (KOR), Goran Maksimovic (SRB)",The university he attended had a shooting club and he was intrigued by the sport,,"Hurdler Dai Tamesue (JPN), three-time Olympian (2000, 2004, 2008), two-time world championship 400m hurdles bronze medallist (2001, 2005)","""Who likes not his business, his business likes not him.""",,Always checks the positions of competitive athletes near him,
OKAMOTO Daisuke,Male,Athlete,JPN,Japan,190,,Handball,Men,1995-03-29,1995,YAMAGUCHI PREFECTURE,Japan,,Japan,,Reading,Athlete,Attended Chuba University (JPN),,Japanese,National: Antonio Carlos Ortega (ESP).<br>Club: Lars Walther (DEN),,,,,,,
OKAMURA Mana,Female,Athlete,JPN,Japan,,,Artistic Gymnastics,Women,2005-05-28,2005,MIE,Japan,MIE,Japan,"Mana Egg, Manapi",Baking pastries and making sweets,"Athlete, student",Studying Policy Studies at Yokkaichi University (JPN),"Mother, father, sister",Japanese,Personal: Tonomura Kazusai (JPN).<br>National: Tanaka Hikaru (JPN),"Inspired by watching the performances of Japanese artistic gymnast Uchimura Kohei on television at London 2012, where he won gold in the all-around","""All hardworking people are cool."" (Athlete, 22 May 2024)","Japanese gymnast Uchimura Kohei. ""He was the reason I started doing gymnastics."" (Athlete, 22 May 2024)","""Guts, courage, practice - this is what I think is necessary to become stronger."" (Athlete, 22 May 2024)",,Imagery training,
OKAWA Keigo,Male,Athlete,JPN,Japan,183,,Water Polo,Men,1990-03-11,1990,TSUCHIURA,Japan,,,,,,,,,,,,,,,,
OKAZAKI Haruka,Female,Athlete,JPN,Japan,,,Canoe Slalom,"Women's Canoe Single, Women's Kayak Cross",1998-07-03,1998,,,,,,,,,,,,,,,,,,
OKAZAWA Sewonrets Quincy Mensah,Male,Athlete,JPN,Japan,179,,Boxing,Men's 71kg,1995-12-21,1995,YAMAGATA,Japan,KANOYA,Japan,Known as Sewon,Cooking curry,Athlete,"Law at Chuo University (Tokyo, JPN)",,"English, Japanese",National: Vladimir Shin (UZB),Initially competed in wrestling but switched to boxing after starting high school,,,,,,
Oksana LIVACH,Female,Athlete,UKR,Ukraine,,,Wrestling,Women's Freestyle 50kg,1997-05-14,1997,,,,,,,,,,,,,,,,,,
OKUDAIRA Yu,Male,Athlete,JPN,Japan,188,95.0,Rugby Sevens,Men,1999-05-26,1999,HYOGO,Japan,,,,,Athlete,"Studies Sociology at Kwansei Gakuin University (Hyogo, Japan)",,Japanese,National: Simon Amor (GBR),,,,,,,
Olaf ROGGENSACK,Male,Athlete,GER,Germany,,,Rowing,Men's Eight,1997-05-29,1997,BERLIN,Germany,DORTMUND,Germany,,"Football, cycling, keeping houseplants","Athlete, police officer",,"Older brother, Ingo","English, German",National: Sabine Tschaege (GER),"After his grandparents, who were both German rowing champions, took him rowing for the first time, he gave up judo and joined his older brother at the local rowing club. “I immediately had fun with it. When rowing, you see something of the environment and are connected to nature. And because I won my first victories in the first competition, I was motivated to keep going.” (deutschlandachter.de, 12 Nov 2019)","Rower Richard Schmidt (GER), three-time Olympic medallist (one gold, two silver), nine-time world championship medallist (six gold, three silver), all in the men's eight",,,,,
Olaitan Adam OLAORE,Male,Athlete,NGR,Nigeria,,,Boxing,Men's 92kg,2002-03-07,2002,LAGOS,Nigeria,WALLSEND,Great Britain,"Big Future, The Champion, Machine",,,"Graduated in Sports Science from Northumbria University (Newcastle, GBR)",,English,"Personal: Richard Stoneham (GBR), Les Welsh (GBR)","Accompanied his friend to a boxing gym because he was bored - and never looked back. ""After I went in, I had a lot of fun with the session and wanted to keep coming back. It was a complete coincidence because if my friend never spotted it, I wouldn’t be boxing today. The first session was an eye-opener, the intensity, the discipline and the camaraderie among the boxers hooked me instantly. I kept going, fell in love with it a little more every day, and before I knew it, I was already in love with boxing. There was a different feeling, a different level of hardship, a different level of satisfaction when you succeed in it."" (punchng.com, 29 Mar 2024)</p><p>“There's just more on the line with boxing. It’s more dangerous, there’s more to lose. A small mistake in football leads you to lose a goal, a small mistake in boxing you might lose a tooth.” (olympics.com, 11 Sep 2023)","Boxer Anthony Joshua (GBR), 2012 Olympic super heavyweight champion, multiple world professional champion - IBF heavyweight (2016-2019, 2019-21), WBA (Super) heavyweight (2017-2019, 2019-21), WBO heavyweight (2018-2019, 2019-21)",,,,,
Olajide OMOTAYO,Male,Athlete,NGR,Nigeria,,,Table Tennis,Men's Singles,1995-07-06,1995,,,,,,,,,,,,,,,,,,
Olamide SAM,Female,Athlete,SLE,Sierra Leone,,,Swimming,Women's 50m Freestyle,1999-12-04,1999,,,,,,,,,,,,,,,,,,
Olaoluwatomi Oluwayemisi TAIWO,Female,Athlete,NGR,Nigeria,178,,Basketball,Women,2000-06-16,2000,,,,,,,Athlete,"Studied Medicine as an undergrad at the University of Iowa (Iowa City, USA) and then pursued a graduate degree from Texas Christian University (Fort Worth, USA)","Parents, Bola and Omobola. Brother, Seyi",English,National: Rena Wakama (USA),,,,,,,
Olav MOLENAAR,Male,Athlete,NED,Netherlands,,,Rowing,Men's Eight,1999-03-28,1999,ZAANSTAD,Netherlands,SANTPOORT NOORD,Netherlands,,"Drinking coffee, spending time with friends",Athlete,"Received a Bachelor's degree in Political Economy from the University of California (Berkeley, USA) in 2022","Father, Johan. Mother, Joy Molenaar-Bolland","Dutch, English","National: Eelco Meenhorst (NED).<br>Club: Steffen de Vries (NED), Peter Wiersum (NED)",There have been rowers in his family going back generations,,,,,,
Olayinka OLAJIDE,Female,Athlete,NGR,Nigeria,151,,Athletics,Women's 4 x 100m Relay,2002-10-28,2002,,,,,,,,,,,,,,,,,,
Ole BRAUNSCHWEIG,Male,Athlete,GER,Germany,,,Swimming,Men's 100m Backstroke,1997-11-15,1997,BERLIN,Germany,,,,Drawing,"Athlete, student",,,"English, German",Club: Lasse Frank (GER),Parents signed him up for swimming because he had a lot of energy,"Mixed martial artist Conor McGregor (IRL), Ultimate Fighting Championship (UFC) featherweight and lightweight champion, becoming the first UFC fighter to hold UFC championships in two weight classes simultaneously in 2016.</p><p>Swimmer Ryan Murphy (USA), six-time Olympic medallist (four gold, one silver, one bronze) over two Olympic Games (2016, 2020), 17-time world championship medallist (seven gold, eight silver, two bronze)",,"""I think the most important thing is that you have the will, even if the others may be bigger, stronger and faster. To give everything and then overtake the competition two years later."" (myinfo)","Younger brother, Malte Braunschweig (swimming), represented Germany at the 2020 Paralympic Games, reaching the final of the S9 100m butterfly",,
Ole Martin HALVORSEN,Male,Athlete,NOR,Norway,,,Shooting,"10m Air Rifle Men', '50m Rifle 3 Positions Men",2000-02-11,2000,BERGEN,Norway,KLOFTA,Norway,,,Service engineer,,"Father, Svein Erik. Mother, Ase dale","English, Norwegian","National: Espen Berg-Knutsen (NOR), Vidar Lindstad-Fossomo (NOR)",,,,,,,
Oleg KOLODIY,Male,Athlete,UKR,Ukraine,,,Diving,Men's Synchronised 3m Springboard,1993-03-16,1993,,,,,,,,,,,,,,,,,,
Oleg NUTA,Male,Athlete,ROU,Romania,,,Canoe Sprint,Men's Canoe Double 500m,1997-02-03,1997,,Republic of Moldova,SNAGOV,Romania,,,,,,,,,,,,,,
Oleg VERNIAIEV,Male,Athlete,UKR,Ukraine,,,Artistic Gymnastics,Men,1993-09-29,1993,,,,,,,,,,,,,,,,,,
Oleg ZERNIKEL,Male,Athlete,GER,Germany,186,,Athletics,Men's Pole Vault,1995-04-16,1995,ALMATY,Kazakhstan,LANDAU,Germany,,,"Athlete, sports soldier",Environmental Engineering at University of Koblenz-Landau (GER). Mechanical Engineering at Karlsruhe Institute of Technology (GER),,"English, German",Personal: Andrej Tivontschik (GER),His father took him to watch athletics,,,,,,
Oleh DOROSHCHUK,Male,Athlete,UKR,Ukraine,,,Athletics,Men's High Jump,2001-07-04,2001,,,,,,,Athlete,,,Ukrainian,Personal: Hennadii Zditovetskyi (UKR),,,,,,,
Oleh FEDOR,Male,Athlete,UKR,Ukraine,178,,Football,Men,2004-07-23,2004,LVIV,Ukraine,,,,,Athlete,,,Ukrainian,National: Ruslan Rotan (UKR),,,,,,,
Oleh KUKHARYK,Male,Athlete,UKR,Ukraine,,,Canoe Sprint,"Men's Kayak Double 500m, Men's Kayak Four 500m",1997-04-25,1997,KOMSOMOLSK,Ukraine,MYKOLAYIV,Ukraine,"He and the other three members of Ukraine's K4 500m crew (Dmytro Danylenko, Ihor Trunov and Ivan Semykin) are collectively known as Energy Circle",Swimming,Athlete,Studying for a Master's degree in Sports Rehabilitation at Black Sea National University in Mykolaiv (UKR),,Ukrainian,Personal: Oleksandr Simonov (UKR),"He participated in football and Greco-Roman wrestling at school but when coach Oleksandr Volodymyrovych Vasyunkin visited, he began canoeing because it offered him greater opportunities than the other sports","Canoe sprint paddler Max Hoff (GER), three-time Olympic medallist (2016 gold, 2020 silver, 2012 bronze), 12-time world championship medallist (seven gold, five bronze)",,"""If you have already started - then win."" (thecanoeinghouse.com)",,,
Oleh OCHERETKO,Male,Athlete,UKR,Ukraine,181,,Football,Men,2003-05-25,2003,,,,,,,,,,,,,,,,,,
Oleksandr HUDYMA,Male,Athlete,UKR,Ukraine,,,Cycling Mountain Bike,Men's Cross-country,2003-02-11,2003,,,,,,,,,,,,,,,,,,
Oleksandr KHYZHNIAK,Male,Athlete,UKR,Ukraine,181,,Boxing,Men's 80kg,1995-08-03,1995,POLTAVA,Ukraine,POLTAVA,Ukraine,Sasha,"Reading, watching movies, swimming",Athlete,"Studied at Poltava V.G.Korolenko National Pedagogical University (Poltava, UKR)","Wife, Tetiana. Father, Oleksandr Khyzhniak Sr","Russian, Ukrainian","Personal: Father, Oleksandr Khyzhniak Sr. (UKR)","Born into the family of a boxing coach. ""Since my father had a boxing career in the Soviet Union, I didn't choose my path. My father started to train me at an early age. He says that he saw the potential in me and wanted to pass on all his knowledge and experience."" (skysports.com, 23 May 2019)",,His father,"""Only by overcoming challenges can you achieve something really valuable."" (skysports.com, 23 May 2019)",,,
Oleksandr MARTYNIUK,Male,Athlete,UKR,Ukraine,176,,Football,Men,2001-11-25,2001,DUBNO,Ukraine,,,,,Athlete,,,Ukrainian,National: Ruslan Rotan (UKR),,,,,,,
Oleksandr POHORILKO,Male,Athlete,UKR,Ukraine,,,Athletics,Men's 400m,2000-04-16,2000,KOROP,Ukraine,KOROP,Ukraine,Sasha,Fishing,Athlete,Medicine at Sumy State University (UKR),,Russian,"Personal: Oleg Bilodid (UKR), Svitlana Korzh (UKR)",,,,,,,
Oleksandr TOVKAI,Male,Athlete,UKR,Ukraine,,,Modern Pentathlon,Men's Individual,1996-01-27,1996,,,,,,,,,,,,,,,,,,
Oleksandr ZHELTIAKOV,Male,Athlete,UKR,Ukraine,,,Swimming,"Men's 100m Backstroke, Men's 200m Backstroke",2005-11-15,2005,DNIPRO,Ukraine,DNIPRO,Ukraine,,,,,,Ukrainian,Club: Oleksandr Kulyk (UKR),,,,,,,
Oleksii SEREDA,Male,Athlete,UKR,Ukraine,,,Diving,Men's 10m Platform,2005-12-25,2005,,,KYIV,Ukraine,,,,,,,,,,,,,,
Oleksii SYCH,Male,Athlete,UKR,Ukraine,185,,Football,Men,2001-04-01,2001,ZORYA,Ukraine,,,,,Athlete,,"Wife, Anastasiia (married April 2024). Father, Mykola Sych (born 1971). Younger brother, Andriy (born 2003)",Ukrainian,National: Ruslan Rotan (UKR),,,,,"Father Mykola (football), played 1989-2004 for several Ukrainian and Polish clubs including several seasons in Ukraine's Premier League.</p><p>Brother Andriy (football), played in the youth teams of Volyn",,
Olena KOSTEVYCH,Female,Athlete,UKR,Ukraine,,,Shooting,"10m Air Pistol Women', '25m Pistol Women",1985-04-14,1985,,,,,,,,,,,,,,,,,,
Olena KRAVATSKA,Female,Athlete,UKR,Ukraine,,,Fencing,"Women's Sabre Individual, Women's Sabre Team",1992-06-22,1992,,,,,,,,,,,,,,,,,,
Olena KRYVYTSKA,Female,Athlete,UKR,Ukraine,,,Fencing,"Women's Épée Individual, Women's Épée Team",1987-02-23,1987,ROSTOV,Russian Federation,,,Lena,"Ballet, theatre, reading, watching movies, travelling, learning Spanish",Athlete,Graduated with a degree in Sport Studies from Ternopil Volodymyr Hnatiuk National Pedagogical University (UKR),"Daughter, Sandra (born 2022)","English, Russian, Spanish, Ukrainian",,"Her older brother was a wrestler and regularly went to competitions. ""I wished I could go, too."" (myInfo)",,Her parents and coach Dmytro Reizlin,"""I see a goal, I overcome obstacles."" (fie.org)",,,
Olena SOBCHUK,Female,Athlete,UKR,Ukraine,,,Athletics,Women's 20km Race Walk,1995-11-23,1995,,,,,,,,,"Husband, Dmytro Sobchuk",Ukrainian,"Personal: Mykola Kalytka, Ievhenii Mazur, Roman Kuzmiuk (UKR)",,,,,"Husband, Dmytro Sobchuk (race walker), competed at the 2017 European U23 Championships. Personal bests: 20km race walk 1:24:52 in 2018 - 50km race walk 3:54:57 in 2018",,
Olesia ROMASENKO,Female,Athlete,AIN,AIN,,,Canoe Sprint,Women's Canoe Single 200m,1990-01-12,1990,KRASNODAR,Russian Federation,KRASNODAR,Russian Federation,,,,,,,,,,,,,,
Olfa CHARNI,Female,Athlete,TUN,Tunisia,,,Shooting,10m Air Pistol Women,1980-05-24,1980,JENDOUBA,Tunisia,TUNIS,Tunisia,Hajer,Dancing,Police officer,,"Divorced, one child. Father, Ahmed. Mother, Beya. She has brothers and sisters","Arabic, French",National/personal: Salah Ben Yahmed (TUN),Chosen as one of the best (shooters),"Shooter Zorana Arunovic (SRB), three-time Olympian (2012, 2016, 2020), six-time world championship medallist (two gold, three silver, one bronze)",Her coach,"""Calm. Self-control."" (Athlete, 13 May 2024)",,Praying,
Olga CARMONA,Female,Athlete,ESP,Spain,160,,Football,Women,2000-06-12,2000,SEVILLA,Spain,MADRID,Spain,,,"Athlete, student",Studying in Madrid for a degree in Physical Activity and Sports Sciences,"Father (deceased in 2023). Brothers, Fran and Tomas",Spanish,National: Montse Tomé (ESP),She was watching her brothers play and was not allowed to join,,,,Older brother Fran (football) plays as a defender for CD Teruel in Segunda B league,"She has a picture of her family on her shin guards. ""I’m a bit superstitious and they’ve always brought me luck.” (forbes.com, 21 Aug 2023)","When she was growing up, her parents did not allow her to play football. They preferred to see her swimming, playing tennis and flamenco dancing. Eventually, they had to give in"
Olga CHOJECKA,Female,Athlete,POL,Poland,167,,Athletics,Marathon Race Walk Relay Mixed,1997-06-30,1997,,,,,,,Athlete,,"Husband, Daniel Chojecki",Polish,"Personal: Daniel Chojecki (POL), her husband",,,,,,,
Olga KHARLAN,Female,Athlete,UKR,Ukraine,,,Fencing,"Women's Sabre Individual, Women's Sabre Team",1990-09-04,1990,MYKOLAYIV,Ukraine,BOLOGNA,Italy,"Olya, Oly","Shopping, snowboarding",Athlete,"Studied Coaching at the Admiral Makarov National University of Shipbuilding (Mykolayiv, UKR)","Partner, Luigi Samele. Son, Tymofiy","English, Russian, Ukrainian","National: Andrea Terenzio (ITA), Yevgeniy Statsenko (UKR).<br>Personal: Yuriy Marchenko (UKR)","She was doing dancing but it was expensive for her parents. Her godfather, a fencing coach, encouraged her to switch sports","Fencer Mariel Zagunis (USA), four-time Olympic medallist - two gold (2004 and 2008 individual sabre) and two bronze (2008 and 2016 team sabre), five-time world championship medallist (two gold, three silver)",Her parents,"""I always treat my rivals with respect. Before we go out onto the piste, we can be friends, talk, and on the strip we fight to the last, to show who is stronger."" (fie.org; xsport.ua, 26 May 2018)","Husband, Luigi Samele (ITA) (fencing), three-time Olympic medallist (2020 individual and team sabre silver, 2012 team sabre bronze), four-time world championship medallist (two silver, two bronze)",,
Olga SAFRONOVA,Female,Athlete,KAZ,Kazakhstan,,,Athletics,Women's 200m,1991-11-05,1991,KARAGANDA,Kazakhstan,PAVLODAR,Kazakhstan,,,Athlete,"Coaching at Karaganda State University, (KAZ)","Husband, Konstantin Safronov. Mother, Irina. Brother, Maxim","English, Russian",Personal: Alexander Denisko (KAZ),Tried athletics and found she was good at it so did not want to try another sport,"Triple jumper Olga Rypakova (KAZ), three-time Olympic medallist (2012 gold, 2008 silver, 2016 bronze), three-time world championship medallist (2011 silver, 2015 and 2017 bronze), three-time world indoor championships medallist (2010 gold, 2012 silver, 2008 bronze)",,,"Husband, Konstantin Safronov (athletics), represented Kazakhstan at 2009 and 2013 World Championships in long jump",,
Olga ZABELINSKAYA,Female,Athlete,UZB,Uzbekistan,,,Cycling Road,"Women's Road Race, Women's Individual Time Trial",1980-05-10,1980,ST PETERSBURG,Russian Federation,TASHKENT,Uzbekistan,,,Athlete,"Graduated with a degree in Physical Education from Herzen Russian State Pedagogical University (St Petersburg, RUS)","Husband, Yury Anoshin. Sons, Bogdan and Vitaly. Daughter, Evelina. Father, Sergey. Mother, Lyudmila","English, French, German, Greek, Italian, Mandarin, Russian, Spanish",,"Competing as an elite cyclist was a childhood ambition as she wanted to emulate her father who was an Olympic gold medallist. ""Since childhood, I dreamed of being like my dad and standing on the podium at the Olympic Games."" In 1990 she answered an advertisement at a bus stop for boys to join a cycling club. She was initially knocked back. “At first they refused, saying it was the wrong address. Then I blurted out that my father is Olympic champion in cycling Sergei Sukhoruchenkov. It worked. I was sent to the section for girls.” (sports.ru, 9 Aug 2012, spb.aif.ru 12 Aug 2016)",,,,"Father, Sergey (cycling), won a gold medal for the Soviet Union in the road race at the 1980 Moscow Olympic Games",,Motocross: After quitting cycling in 2006 she took up motocross and almost became a professional before deciding to return to cycling
Olha KORSUN,Female,Athlete,UKR,Ukraine,,,Athletics,Women's Triple Jump,1996-11-11,1996,,,,,,,,,,,,,,,,,,
Oliver BLEDDYN,Male,Athlete,AUS,Australia,,,Cycling Track,"Men's Madison, Men's Omnium, Men's Team Pursuit",2002-01-27,2002,PLYMOUTH,Australia,ADELAIDE,Australia,,,,,,,,,,,,,,
Oliver BUB,Male,Athlete,USA,United States of America,,,Rowing,Men's Pair,1998-04-16,1998,"WESTPORT, CT",United States,"SAN FRANCISCO, CA",United States,,"Hiking, surfing, golf, reading",Athlete,"Graduated with a Bachelor's degree in Economics from Dartmouth University (Hanover, NH, USA)","Father, Stephan. Mother, Mary Beth","English, German",,"Both his parents were rowers at Boston University, and Olympic rowers were regular visitors to his childhood home. Taking up the sport was a natural progression for both him and his two older brothers","Footballer Miroslav Klose (GER), FIFA World Cup winner (2014), runner-up 2002, FIFA World Cup Golden Shoe winner (2006), Germany's all-time leading goal scorer (71 goals). Two-time Bundesliga winner with Bayern Munich (2008, 2010)",,,,,
Oliver HELANDER,Male,Athlete,FIN,Finland,,,Athletics,Men's Javelin Throw,1997-01-01,1997,KARJAA,Finland,VAASA,Finland,Olle,,Athlete,,"Father, Jan. Mother, Leona. Younger brother, Benjamin. Younger sister, Minea. Girlfriend, Wilma Lassfolk (works as a sportswriter at Vasabladet in Vaasa)","Finnish, Swedish",Personal: Tero Pitkamaki (FIN) from 2021,"Keen handball player at school but switched to javelin after an elbow operation in 2016. ""I thought I had a better chance of succeeding as a javelin thrower than a handball player."" (myInfo)",,,,"Father, Jan Helander (handball), played 20 seasons (575 matches) in the Finnish top league, scoring more than 2000 goals for BK-46 (Karjaa, FIN) and played 53 matches for the national team.</p><p>Brother, Benjamin Helander (handball), 25 appearances in the Finnish national team with 82 goals (December 2023). Plays in the Swedish Handbollsligan at Alingsas HK.</p><p>Sister, Minea Helander (handball, javelin), played in age-group Finnish national teams. Finished 14th at the 2020 National U15 Championships in javelin",,Handball: Played in the Swedish Handbollsligan at Alingsas HK in 2015 and attended handball high school there before returning to Finland in December 2015 to concentrate on javelin throw
Oliver HOARE,Male,Athlete,AUS,Australia,187,,Athletics,Men's 1500m,1997-01-29,1997,,,"BOULDER, CO",United States,,,,,,,,,,,,,,
Oliver KLEMET,Male,Athlete,GER,Germany,,,"Marathon Swimming, Swimming","Men's 10km, Men's 400m Freestyle",2002-03-18,2002,WEHRHEIM,Germany,MAGDEBURG,Germany,Olli,,,,"Father, Andrej",German,Personal: Bernd Berkhahn (GER),,,,,,,
Oliver MORGAN,Male,Athlete,GBR,Great Britain,,,Swimming,"Men's 100m Backstroke, Men's 200m Backstroke",2003-06-11,2003,,,BIRMINGHAM,Great Britain,,Mountain biking,"Student, athlete","Studies Sport, Physical Education and Coaching Sciences at University of Birmingham (GBR)",,English,Club: Gary Humpage (GBR),,"Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze).</p><p>Footballer Cristiano Ronaldo (POR), won five Champions Leagues, seven league titles and five Ballon d’Or awards during his time at Manchester United, Real Madrid and Juventus. Won Euro 2016 with Portugal and is international football’s all-time top scorer and appearance maker",,,,,
Oliver PAYNE,Male,Athlete,GBR,Great Britain,,,Hockey,Men,1999-04-06,1999,"TOTNES, ENGLAND",Great Britain,,,,,,,,,,,,,,,,
Oliver WILKES,Male,Athlete,GBR,Great Britain,,,Rowing,Men's Four,1995-07-14,1995,MATLOCK,Great Britain,,,,,Athlete,Studied Aerospace Engineering at the University of Liverpool (GBR) and later went on to receive a Master's degree in Sustainable Energy Systems from the University of Edinburgh (GBR),,English,National: Paul Stannard (GBR).<br>Club: Henry Bailhache-Webb (GBR),,,,,,,
Oliver WOOD,Male,Athlete,GBR,Great Britain,,,Cycling Track,"Men's Madison, Men's Omnium, Men's Team Pursuit",1995-11-26,1995,WAKEFIELD,Great Britain,MANCHESTER,Great Britain,,,,,,,,,,,,,,
Oliver WYNNE-GRIFFITH,Male,Athlete,GBR,Great Britain,,,Rowing,Men's Pair,1994-05-29,1994,GUILDFORD,Great Britain,WARGRAVE,Great Britain,Ollie,"Loves Chelsea Football Club, Harry Potter, rugby, socialising, cooking, debating, writing poetry, live music",Athlete,"Graduated with a Bachelor's degree in Political Science from Yale University (New Haven, CT, USA) and a Master's degree in Business Administration from Cambridge Judge Business School (GBR)","Partner, Hannah Scott. Father, Richard. Mother, Louise. Older brothers, Jamie and David",English,,"He was captain of his school's rugby team and took part in rowing as a form of cross training. ""I started as a way to keep fit for the rugby season. I must admit that I did grow up and dream of being a professional rugby player but that never really happened, and rowing is something I've grown to love."" (myInfo)","Rugby union player Alun Wyn Jones (GBR), world rugby's record cap holder, playing 170 Tests for Wales and the British and Irish Lions. He captained Wales to the Grand Slam in 2019 when he was named Six Nations Player of the Tournament, and won three Grand Slams in all",,,"Great grandfather, Harold Rickett (rowing), represented Great Britain in the eights at the 1932 Los Angeles Olympic Games, finishing fourth. Both he and Ollie rowed in seat six at the Olympic Games. Harold was also president of the Amateur Rowing Association (British Rowing) and chairman of the Henley Royal Regatta.</p><p>Partner, Hannah Scott (rowing), represented Great Britain in the quadruple sculls at the Tokyo 2020 Olympic Games and won the same event at the 2023 Rowing World Championships in Belgrade, Serbia",,
Oliver ZEIDLER,Male,Athlete,GER,Germany,,,Rowing,Men's Single Sculls,1996-07-24,1996,DACHAU,Germany,MUNICH,Germany,"The Terminator, Olli",Travelling,"Athlete, tax adviser",Law at FOM University of Applied Sciences for Economics and Management (GER),"Father, Heino. Mother, Katja. Younger sister, Marie",German,"Personal: Heino Zeidler (GER), his father","Initially tried rowing at age 15 but did not enjoy it. ""After two oar strokes, I fell into the water. I knew it was not for me."" He then attempted to establish a career as a swimmer. ""I failed to qualify for the 2016 Olympic Games in Rio de Janeiro (in swimming), that was a huge setback and after the Olympics my training group broke up. After that I no longer had fun swimming and decided it was no longer worth all the hard work. I then asked my father to teach me to row."" (myInfo)","Rower Olaf Tufte (NOR), four-time Olympic medallist (two gold, one silver, one bronze), six-time world championship medallist (two gold, one silver, three bronze)",,,"Grandfather, Hans-Johann Farber (rowing), was a member of the West German coxed four crew that won gold at the Munich Olympic Games (1972) and bronze at Montreal (1976).</p><p>Sister, Marie Zeidler (rowing), represented Germany at world championships.</p><p>Aunt, Judith Zeidler (rowing), competed in the eights at two Olympic Games, winning gold for East Germany at Seoul 1988 and bronze for Germany at Barcelona 1992.</p><p>Uncle (by marriage), Matthias Ungemach (rowing), two-time Olympian, represented Germany at Barcelona 1992 and Atlanta 1996",,"Indoor rowing: Won a gold medal in the open category at the 2019 World Indoor Championships in Long Beach, CA, United States of America. </p><p>Swimming: Won a silver medal as part of Germany's 4x100m freestyle relay at the 2014 European Junior Championships in Dordrecht, Netherlands"
Olivia APPS,Female,Athlete,CAN,Canada,166,70.0,Rugby Sevens,Women,1998-12-01,1998,"VICTORIA, BC",Canada,"LINDSAY, ON",Canada,,,Athlete,,"Father, Alfred. Mother, Danielle. She also has three sisters",English,National: Jack Hanratty (CAN),,,Her high school coach Kirk Wilson,,,,"Rugby union (15-a-side): Was called up to Canada's World Cup squad as injury cover in 2022 but did not play a game. Made international debut against New Zealand in Ottawa, ON, CAN in 2023"
